date,pm25,pm10,o3,no2,so2,co
6/25/2022,31,48,18,1,500,
6/24/2022,24,42,16,1,500,
6/23/2022,13,3,21,1,500,
6/22/2022,76,37,20,1,500,
6/21/2022,38,12,20,1,500,
6/20/2022,75,25,29,1,500,
6/19/2022,17,21,21,1,500,
6/18/2022,60,13,25,1,500,
6/17/2022,52,31,20,1,500,
6/16/2022,53,3,19,1,500,
6/15/2022,38,14,20,1,500,
6/14/2022,40,12,21,1,500,
6/13/2022,27,13,23,1,500,
6/12/2022,40,34,22,1,500,
6/11/2022,49,24,19,1,500,
6/10/2022,66,3,27,1,500,
6/9/2022,50,3,18,1,500,
6/8/2022,26,20,17,1,500,
6/7/2022,16,29,18,1,500,
6/6/2022,25,31,22,1,500,
6/5/2022,28,21,25,1,500,
6/4/2022,30,25,27,1,500,
6/3/2022,75,3,24,1,500,
6/2/2022,25,25,27,1,500,
6/1/2022,69,34,20,1,500,
5/31/2022,62,38,19,1,500,
5/30/2022,16,5,25,1,500,
5/29/2022,39,13,23,1,500,
5/28/2022,71,15,20,1,500,
5/27/2022,60,54,21,1,500,
5/26/2022,32,23,19,1,500,
5/25/2022,17,31,16,1,500,
5/24/2022,10,12,17,1,500,
5/23/2022,40,23,16,1,500,
5/22/2022,16,32,16,1,500,
5/21/2022,57,27,21,1,500,
5/20/2022,48,30,15,1,500,
5/19/2022,5,27,14,1,500,
5/18/2022,60,42,18,1,500,
5/17/2022,12,21,15,1,500,
5/16/2022,13,28,12,1,500,
5/15/2022,10,47,15,1,500,
5/14/2022,51,14,16,1,500,
5/13/2022,73,31,17,1,500,
5/12/2022,65,17,15,1,500,
5/11/2022,54,10,20,1,500,
5/10/2022,95,34,13,1,500,
5/9/2022,23,10,19,1,500,
5/8/2022,46,31,8,1,500,
5/7/2022,27,11,12,1,500,
5/6/2022,5,25,14,1,500,
5/5/2022,14,9,20,1,500,
5/4/2022,48,19,36,1,500,
5/3/2022,14,44,32,1,500,
5/2/2022,36,21,17,1,500,
5/1/2022,9,56,14,1,500,
4/30/2022,66,21,18,1,500,
4/29/2022,36,34,19,1,500,
4/28/2022,25,23,14,1,500,
4/27/2022,42,44,14,1,500,
4/26/2022,22,27,16,1,500,
4/25/2022,65,54,9,1,500,
4/24/2022,21,34,8,1,500,
4/23/2022,52,34,9,1,500,
4/22/2022,61,19,12,1,500,
4/21/2022,19,29,14,1,500,
4/20/2022,56,23,10,1,500,
4/19/2022,46,37,12,1,500,
4/18/2022,62,3,6,1,500,
4/17/2022,18,27,7,1,500,
4/16/2022,22,4,11,1,500,
4/15/2022,26,16,13,1,500,
4/14/2022,34,21,22,1,500,
4/13/2022,40,37,13,1,500,
4/12/2022,39,34,8,1,500,
4/11/2022,67,20,13,1,500,
4/10/2022,42,28,21,1,500,
4/9/2022,39,40,32,1,500,
4/8/2022,29,38,44,1,500,
4/7/2022,40,39,34,1,500,
4/6/2022,22,37,47,1,500,
4/5/2022,58,36,47,1,500,
4/4/2022,83,42,45,1,500,
4/3/2022,50,10,38,1,500,
4/2/2022,67,31,18,1,500,
4/1/2022,61,21,14,1,500,
3/31/2022,52,35,10,1,500,
3/30/2022,38,30,6,1,500,
3/29/2022,5,25,6,1,500,
3/28/2022,46,17,8,1,500,
3/27/2022,18,13,11,1,500,
3/26/2022,62,11,9,1,500,
3/25/2022,59,31,4,1,500,
3/24/2022,29,5,6,1,500,
3/23/2022,103,25,12,1,500,
3/22/2022,5,25,12,1,500,
3/21/2022,26,56,12,1,500,
3/20/2022,33,25,13,1,500,
3/19/2022,17,36,14,1,500,
3/18/2022,75,13,11,1,500,
3/17/2022,57,23,11,1,500,
3/16/2022,39,28,11,1,500,
3/15/2022,52,28,13,1,500,
3/14/2022,12,21,16,1,500,
3/13/2022,38,48,3,1,500,
3/12/2022,59,36,2,12,500,
3/11/2022,60,49,22,11,500,
3/10/2022,56,34,11,1,500,
3/9/2022,55,35,11,1,500,
3/8/2022,65,13,18,1,500,
3/7/2022,65,14,4,1,500,
3/6/2022,49,37,4,16,500,
3/5/2022,5,11,4,1,500,
3/4/2022,27,28,6,1,500,
3/3/2022,6,42,15,1,500,
3/2/2022,34,29,11,1,500,
3/1/2022,85,17,9,1,500,
2/28/2022,42,24,15,1,500,
2/27/2022,5,36,19,1,500,
2/26/2022,82,4,13,1,500,
2/25/2022,24,31,15,1,500,
2/24/2022,56,45,11,1,500,
2/23/2022,29,25,7,1,500,
2/22/2022,42,46,6,1,500,
2/21/2022,5,22,6,1,500,
2/20/2022,54,34,8,1,500,
2/19/2022,5,6,5,1,500,
2/18/2022,14,55,3,1,500,
2/17/2022,13,20,3,1,500,
2/16/2022,31,18,3,1,500,
2/15/2022,77,18,3,1,500,
2/14/2022,58,40,3,1,500,
2/13/2022,42,16,2,1,500,
2/12/2022,57,22,2,1,500,
2/11/2022,27,14,3,1,500,
2/10/2022,25,24,2,1,500,
2/9/2022,20,51,2,1,500,
2/8/2022,32,13,2,1,500,
2/7/2022,43,39,3,1,500,
2/6/2022,14,20,7,1,500,
2/5/2022,33,40,7,1,500,
2/4/2022,54,3,5,1,500,
2/3/2022,30,18,4,1,500,
2/2/2022,50,22,4,1,500,
2/1/2022,61,37,4,1,500,
1/31/2022,44,3,4,1,500,
1/30/2022,42,35,3,1,500,
1/29/2022,24,35,3,1,500,
1/28/2022,47,3,5,1,500,
1/27/2022,5,26,3,1,500,
1/26/2022,36,33,3,1,500,
1/25/2022,47,21,2,1,500,
1/24/2022,64,38,2,1,500,
1/23/2022,26,30,3,1,500,
1/22/2022,51,26,5,1,500,
1/21/2022,47,28,6,1,500,
1/20/2022,20,19,5,1,500,
1/19/2022,70,12,8,1,500,
1/18/2022,36,3,5,1,500,
1/17/2022,5,56,3,1,500,
1/16/2022,38,7,5,1,500,
1/15/2022,71,12,4,1,500,
1/14/2022,19,32,4,1,500,
1/13/2022,19,33,4,1,500,
1/12/2022,80,3,4,1,500,
1/11/2022,54,15,5,1,500,
1/10/2022,5,43,4,1,500,
1/9/2022,21,18,6,1,500,
1/8/2022,65,3,9,1,500,
1/7/2022,5,52,11,1,500,
1/6/2022,49,35,7,1,500,
1/5/2022,56,7,11,6,500,
1/4/2022,29,26,10,9,500,
1/3/2022,10,27,11,10,500,
1/2/2022,20,9,12,12,500,
1/1/2022,44,22,14,7,500,
12/31/2021,17,45,9,11,500,
12/30/2021,56,41,10,12,500,
12/29/2021,44,20,10,8,500,
12/28/2021,31,20,10,12,500,
12/27/2021,77,17,10,11,500,
12/26/2021,64,3,10,7,500,
12/25/2021,66,12,15,13,500,
12/24/2021,34,17,11,14,500,
12/23/2021,38,18,11,14,500,
12/22/2021,13,6,8,13,500,
12/21/2021,106,26,11,15,500,
12/20/2021,8,22,10,14,500,
12/19/2021,31,70,13,15,500,
12/18/2021,64,27,16,15,500,
12/17/2021,65,15,11,14,500,
12/16/2021,31,33,12,13,500,
12/15/2021,88,15,16,14,500,
12/14/2021,5,3,19,16,500,
12/13/2021,22,13,12,16,500,
12/12/2021,81,26,18,13,500,
12/11/2021,42,32,16,15,500,
12/10/2021,5,47,22,17,500,
12/9/2021,27,22,21,16,500,
12/8/2021,63,26,12,20,500,
12/7/2021,27,35,17,24,500,
12/6/2021,38,40,17,21,500,
12/5/2021,21,23,16,21,500,
12/4/2021,47,12,18,20,500,
12/3/2021,28,34,15,21,500,
12/2/2021,23,58,16,22,500,
12/1/2021,53,25,18,22,500,
11/30/2021,27,23,19,21,500,
11/29/2021,83,12,22,17,500,
11/28/2021,56,15,21,22,500,
11/27/2021,43,3,17,22,500,
11/26/2021,84,9,18,24,500,
11/25/2021,29,7,20,21,500,
11/24/2021,28,38,19,19,500,
11/23/2021,56,27,16,16,500,
11/22/2021,32,18,19,15,500,
11/21/2021,7,28,13,12,500,
11/20/2021,55,28,16,13,500,
11/19/2021,45,41,16,15,500,
11/18/2021,29,7,9,17,500,
11/17/2021,68,36,8,20,500,
11/16/2021,11,28,12,22,500,
11/15/2021,67,25,15,26,500,
11/14/2021,15,22,16,23,500,
11/13/2021,6,54,10,18,500,
11/12/2021,74,23,1,20,500,
11/11/2021,59,26,16,4,500,
11/10/2021,79,15,10,9,500,
11/9/2021,102,18,11,12,500,
11/8/2021,5,54,13,16,500,
11/7/2021,22,61,8,10,500,
11/6/2021,101,50,10,10,500,
11/5/2021,60,3,8,8,500,
11/4/2021,48,35,10,8,500,
11/3/2021,85,9,8,12,500,
11/2/2021,40,5,7,12,500,
11/1/2021,25,15,7,14,500,
10/31/2021,5,29,6,14,500,
10/30/2021,50,17,8,12,500,
10/29/2021,5,42,10,13,500,
10/28/2021,59,3,12,17,500,
10/27/2021,36,23,15,15,500,
10/26/2021,30,19,18,16,500,
10/25/2021,59,33,16,18,500,
10/24/2021,41,22,11,15,500,
10/23/2021,36,31,9,12,500,
10/22/2021,72,14,9,13,500,
10/21/2021,26,14,7,9,500,
10/20/2021,65,26,9,8,500,
10/19/2021,39,58,8,11,500,
10/18/2021,9,33,7,12,500,
10/17/2021,21,14,9,7,500,
10/16/2021,67,22,8,7,500,
10/15/2021,14,50,9,9,500,
10/14/2021,47,34,9,7,500,
10/13/2021,73,40,11,9,500,
10/12/2021,6,11,11,7,500,
10/11/2021,5,20,9,7,500,
10/10/2021,98,3,9,7,500,
10/9/2021,30,49,11,5,500,
10/8/2021,10,17,15,6,500,
10/7/2021,48,9,15,11,500,
10/6/2021,42,9,16,11,500,
10/5/2021,47,6,11,16,500,
10/4/2021,75,3,9,15,500,
10/3/2021,16,12,12,16,500,
10/2/2021,72,20,9,10,500,
10/1/2021,72,33,7,10,500,
9/30/2021,91,23,6,11,500,
9/29/2021,26,19,7,10,500,
9/28/2021,5,32,8,11,500,
9/27/2021,61,27,9,11,500,
9/26/2021,55,18,8,10,500,
9/25/2021,52,11,5,11,500,
9/24/2021,51,38,12,9,500,
9/23/2021,59,23,7,7,500,
9/22/2021,55,28,6,10,500,
9/21/2021,10,46,10,14,500,
9/20/2021,67,16,4,10,500,
9/19/2021,44,36,53,15,500,
9/18/2021,17,30,51,13,500,
9/17/2021,77,34,23,7,500,
9/16/2021,46,8,29,8,500,
9/15/2021,55,20,22,8,500,
9/14/2021,37,16,7,8,500,
9/13/2021,5,48,13,10,500,
9/12/2021,65,12,20,14,500,
9/11/2021,44,27,13,10,500,
9/10/2021,62,5,12,12,500,
9/9/2021,22,3,5,9,500,
9/8/2021,16,29,7,11,500,
9/7/2021,60,24,6,9,500,
9/6/2021,37,37,6,10,500,
9/5/2021,45,3,6,11,500,
9/4/2021,40,10,9,8,500,
9/3/2021,62,31,6,7,500,
9/2/2021,36,14,5,8,500,
9/1/2021,9,19,7,11,500,
8/31/2021,41,24,9,11,500,
8/30/2021,54,17,4,13,500,
8/29/2021,54,14,6,13,500,
8/28/2021,25,23,3,11,500,
8/27/2021,28,29,4,13,500,
8/26/2021,23,4,6,10,500,
8/25/2021,18,35,10,9,500,
8/24/2021,28,23,12,7,500,
8/23/2021,75,17,10,7,500,
8/22/2021,34,23,10,9,500,
8/21/2021,11,13,6,6,500,
8/20/2021,38,31,6,6,500,
8/19/2021,42,40,8,9,500,
8/18/2021,20,20,8,9,500,
8/17/2021,58,47,7,9,500,
8/16/2021,45,18,4,10,500,
8/15/2021,75,21,6,11,500,
8/14/2021,88,30,7,8,500,
8/13/2021,34,14,7,7,500,
8/12/2021,51,11,5,11,500,
8/11/2021,33,40,6,12,500,
8/10/2021,37,30,3,12,500,
8/9/2021,34,33,8,13,500,
8/8/2021,60,36,13,14,500,
8/7/2021,51,30,22,13,500,
8/6/2021,41,3,16,16,500,
8/5/2021,96,19,18,17,500,
8/4/2021,56,23,31,16,500,
8/3/2021,94,3,20,13,500,
8/2/2021,39,3,13,18,500,
8/1/2021,34,40,8,13,500,
7/31/2021,44,9,16,9,500,
7/30/2021,5,18,14,11,500,
7/29/2021,12,23,6,11,500,
7/28/2021,29,47,5,17,500,
7/27/2021,16,16,16,19,500,
7/26/2021,8,10,18,11,500,
7/25/2021,84,37,9,13,500,
7/24/2021,5,37,7,12,500,
7/23/2021,77,36,5,9,500,
7/22/2021,35,6,6,13,500,
7/21/2021,19,28,7,15,500,
7/20/2021,5,18,9,15,500,
7/19/2021,78,24,10,16,500,
7/18/2021,76,21,7,12,500,
7/17/2021,26,18,7,10,500,
7/16/2021,32,41,5,8,500,
7/15/2021,18,28,6,8,500,
7/14/2021,45,32,5,8,500,
7/13/2021,30,23,6,7,500,
7/12/2021,37,27,6,7,500,
7/11/2021,11,17,5,7,500,
7/10/2021,49,19,7,9,500,
7/9/2021,64,24,5,11,500,
7/8/2021,103,37,6,9,500,
7/7/2021,100,40,8,8,500,
7/6/2021,43,19,3,15,500,
7/5/2021,46,20,9,15,500,
7/4/2021,16,35,10,12,500,
7/3/2021,24,3,11,10,500,
7/2/2021,13,22,10,12,500,
7/1/2021,15,34,11,9,500,
6/30/2021,28,20,17,9,500,
6/29/2021,19,19,14,7,500,
6/28/2021,18,22,9,8,500,
6/27/2021,58,15,10,15,500,
6/26/2021,52,40,8,13,500,
6/25/2021,80,11,4,2,500,
6/24/2021,53,5,5,6,500,
6/23/2021,25,42,18,19,500,
6/22/2021,12,45,13,10,500,
6/21/2021,21,35,23,10,500,
6/20/2021,35,25,20,1,500,
6/19/2021,60,16,16,8,500,
6/18/2021,38,32,12,7,500,
6/17/2021,88,41,11,1,500,
6/16/2021,47,33,10,1,500,
6/15/2021,5,14,8,1,500,
6/14/2021,21,20,9,19,500,
6/13/2021,23,36,7,9,500,
6/12/2021,5,26,6,20,500,
6/11/2021,78,45,5,18,500,
6/10/2021,10,32,9,14,500,
6/9/2021,37,28,8,5,500,
6/8/2021,46,20,12,1,500,
6/7/2021,23,13,19,11,500,
6/6/2021,86,3,23,14,500,
6/5/2021,39,3,17,8,500,
6/4/2021,38,9,13,10,500,
6/3/2021,44,9,22,1,500,
6/2/2021,75,10,16,6,500,
6/1/2021,86,34,16,8,500,
5/31/2021,61,15,1,19,500,
5/30/2021,69,16,6,1,500,
5/29/2021,17,14,38,20,500,
5/28/2021,53,19,6,22,500,
5/27/2021,39,22,26,4,500,
5/26/2021,59,16,1,6,500,
5/25/2021,5,33,64,13,500,
5/24/2021,29,3,1,12,500,
5/23/2021,60,26,55,10,500,
5/22/2021,31,17,1,8,500,
5/21/2021,65,30,48,1,500,
5/20/2021,48,21,1,5,500,
5/19/2021,53,3,6,5,500,
5/18/2021,71,23,21,13,500,
5/17/2021,44,29,10,12,500,
5/16/2021,9,35,19,1,500,
5/15/2021,54,36,11,11,500,
5/14/2021,11,30,15,15,500,
5/13/2021,28,4,29,5,500,
5/12/2021,20,22,6,12,500,
5/11/2021,60,48,43,2,500,
5/10/2021,40,16,17,2,500,
5/9/2021,90,21,10,4,500,
5/8/2021,53,22,9,9,500,
5/7/2021,18,17,20,9,500,
5/6/2021,85,15,1,18,500,
5/5/2021,43,41,37,1,500,
5/4/2021,28,34,34,14,500,
5/3/2021,51,16,14,14,500,
5/2/2021,31,14,2,17,500,
5/1/2021,44,30,20,1,500,
4/30/2021,5,22,27,17,500,
4/29/2021,65,8,7,5,500,
4/28/2021,17,21,11,6,500,
4/27/2021,30,32,8,6,500,
4/26/2021,41,4,6,13,500,
4/25/2021,26,31,7,19,500,
4/24/2021,5,19,7,20,500,
4/23/2021,14,25,8,9,500,
4/22/2021,9,30,10,10,500,
4/21/2021,5,22,9,9,500,
4/20/2021,8,19,10,10,500,
4/19/2021,5,44,8,19,500,
4/18/2021,50,31,7,23,500,
4/17/2021,17,3,4,6,500,
4/16/2021,11,6,8,20,500,
4/15/2021,22,11,8,14,500,
4/14/2021,18,34,10,6,500,
4/13/2021,30,22,12,4,500,
4/12/2021,42,39,11,7,500,
4/11/2021,47,45,12,7,500,
4/10/2021,37,24,14,15,500,
4/9/2021,37,8,13,1,500,
4/8/2021,47,27,13,22,500,
4/7/2021,5,12,15,6,500,
4/6/2021,57,51,16,17,500,
4/5/2021,22,17,9,8,500,
4/4/2021,25,3,3,20,500,
4/3/2021,26,9,3,1,500,
4/2/2021,48,39,6,17,500,
4/1/2021,58,43,8,6,500,
3/31/2021,5,25,6,4,500,
3/30/2021,42,28,7,8,500,
3/29/2021,44,17,7,1,500,
3/28/2021,54,3,4,15,500,
3/27/2021,56,24,6,3,500,
3/26/2021,45,24,7,1,500,
3/25/2021,50,9,11,3,500,
3/24/2021,41,5,16,10,500,
3/23/2021,40,10,14,2,500,
3/22/2021,60,16,15,18,500,
3/21/2021,45,8,10,1,500,
3/20/2021,19,46,10,3,500,
3/19/2021,44,19,7,7,500,
3/18/2021,24,42,12,4,500,
3/17/2021,24,13,21,25,500,
3/16/2021,27,13,18,3,500,
3/15/2021,27,14,14,15,500,
3/14/2021,28,15,18,29,500,
3/13/2021,35,16,24,13,500,
3/12/2021,35,20,26,21,500,
3/11/2021,27,19,19,13,500,
3/10/2021,24,15,16,6,500,
3/9/2021,26,12,19,13,500,
3/8/2021,38,14,19,1,500,
3/7/2021,33,21,18,1,500,
3/6/2021,17,27,30,9,500,
3/5/2021,23,9,21,1,500,
3/4/2021,19,12,10,3,500,
3/3/2021,27,10,7,19,500,
3/2/2021,18,14,18,33,500,
3/1/2021,23,10,9,12,500,
2/28/2021,38,12,15,13,500,
2/27/2021,33,19,8,8,500,
2/26/2021,22,17,8,19,500,
2/25/2021,17,12,17,20,500,
2/24/2021,21,9,27,20,500,
2/23/2021,24,12,39,1,500,
2/22/2021,22,13,41,4,500,
2/21/2021,35,11,43,6,500,
2/20/2021,42,19,64,9,500,
2/19/2021,37,23,89,5,500,
2/18/2021,37,22,94,15,500,
2/17/2021,40,24,51,1,500,
2/16/2021,37,22,43,22,500,
2/15/2021,36,19,42,12,500,
2/14/2021,46,18,45,1,500,
2/13/2021,34,24,72,15,500,
2/12/2021,23,19,92,5,500,
2/11/2021,21,12,49,9,500,
2/10/2021,20,11,68,14,500,
2/9/2021,22,12,42,7,500,
2/8/2021,31,11,33,9,500,
2/7/2021,53,19,35,12,500,
2/6/2021,41,16,25,11,500,
2/5/2021,37,22,47,7,500,
2/4/2021,41,21,45,11,500,
2/3/2021,39,21,39,14,500,
2/2/2021,35,22,17,16,500,
2/1/2021,27,18,20,10,500,
1/31/2021,35,14,19,8,500,
1/30/2021,58,18,22,16,500,
1/29/2021,52,30,26,11,500,
1/28/2021,51,32,20,13,500,
1/27/2021,54,28,19,7,500,
1/26/2021,46,29,13,10,500,
1/25/2021,51,24,21,8,500,
1/24/2021,79,26,29,15,500,
1/23/2021,84,41,68,16,500,
1/22/2021,63,44,48,14,500,
1/21/2021,47,33,32,16,500,
1/20/2021,76,24,40,19,500,
1/19/2021,82,39,66,24,500,
1/18/2021,46,44,87,21,500,
1/17/2021,85,28,45,13,500,
1/16/2021,71,48,47,19,500,
1/15/2021,73,39,30,32,500,
1/14/2021,76,39,41,22,500,
1/13/2021,68,43,72,24,500,
1/12/2021,40,41,62,21,500,
1/11/2021,39,35,42,14,500,
1/10/2021,46,33,38,15,500,
1/9/2021,34,33,39,16,500,
1/8/2021,20,22,34,11,500,
1/7/2021,78,12,22,9,500,
1/6/2021,101,39,28,10,500,
1/5/2021,84,55,33,18,500,
1/4/2021,61,48,31,21,500,
1/3/2021,57,34,37,13,500,
1/2/2021,52,36,31,15,500,
1/1/2021,33,35,41,13,500,
12/31/2020,40,23,35,11,500,
12/30/2020,31,34,30,13,500,
12/29/2020,37,23,39,9,500,
12/28/2020,48,21,22,11,500,
12/27/2020,42,25,16,11,500,
12/26/2020,84,21,5,13,500,
12/25/2020,47,43,9,16,500,
12/24/2020,35,28,17,14,500,
12/23/2020,57,18,13,12,500,
12/22/2020,55,31,21,18,500,
12/21/2020,50,35,23,17,500,
12/20/2020,42,32,33,14,500,
12/19/2020,36,27,35,12,500,
12/18/2020,21,21,21,9,500,
12/17/2020,23,16,20,7,500,
12/16/2020,15,13,13,10,500,
12/15/2020,15,10,13,8,500,
12/14/2020,30,8,15,6,500,
12/13/2020,61,16,10,10,500,
12/12/2020,55,32,29,11,500,
12/11/2020,61,31,35,12,500,
12/10/2020,60,36,40,15,500,
12/9/2020,46,41,38,15,500,
12/8/2020,44,30,29,15,500,
12/7/2020,51,28,25,12,500,
12/6/2020,43,35,31,15,500,
12/5/2020,36,28,24,16,500,
12/4/2020,35,30,27,13,500,
12/3/2020,44,30,22,9,500,
12/2/2020,43,32,26,10,500,
12/1/2020,43,34,35,14,500,
11/30/2020,36,36,23,16,500,
11/29/2020,24,32,25,13,500,
11/28/2020,33,20,25,11,500,
11/27/2020,44,25,22,11,500,
11/26/2020,34,31,36,15,500,
11/25/2020,34,22,39,16,500,
11/24/2020,37,19,30,16,500,
11/23/2020,22,22,24,21,500,
11/22/2020,20,16,28,17,500,
11/21/2020,15,13,13,17,500,
11/20/2020,17,8,17,13,500,
11/19/2020,18,9,13,14,500,
11/18/2020,22,10,11,14,500,
11/17/2020,31,12,19,14,500,
11/16/2020,45,17,19,17,500,
11/15/2020,31,24,26,21,500,
11/14/2020,42,17,23,15,500,
11/13/2020,42,30,36,18,500,
11/12/2020,44,33,47,22,500,
11/11/2020,41,34,64,22,500,
11/10/2020,38,33,38,19,500,
11/9/2020,40,35,41,24,500,
11/8/2020,63,40,26,32,500,
11/7/2020,61,31,1,10,500,
11/6/2020,38,36,35,11,500,
11/5/2020,53,10,24,6,500,
11/4/2020,38,33,86,23,500,
11/3/2020,31,25,28,15,500,
11/2/2020,34,19,17,12,500,
11/1/2020,45,20,29,15,500,
10/31/2020,36,25,38,21,500,
10/30/2020,21,21,40,23,500,
10/29/2020,26,13,27,17,500,
10/28/2020,35,19,35,11,500,
10/27/2020,34,27,34,15,500,
10/26/2020,34,22,37,16,500,
10/25/2020,37,20,37,18,500,
