date,pm25,pm10,o3,no2,so2,co
10/24/2020,37,28,45,15,500,
10/23/2020,26,37,80,23,500,
10/22/2020,23,28,53,17,500,
10/21/2020,19,21,38,13,500,
10/20/2020,22,18,34,13,500,
10/19/2020,21,17,29,13,500,
10/18/2020,22,14,18,11,500,
10/17/2020,13,15,23,11,500,
10/16/2020,19,11,22,13,500,
10/15/2020,9,14,28,12,500,
10/14/2020,5,4,22,11,500,
10/13/2020,36,3,23,7,500,
10/12/2020,35,25,35,12,500,
10/11/2020,31,25,44,15,500,
10/10/2020,21,19,29,10,500,
10/9/2020,19,14,26,11,500,
10/8/2020,18,15,24,12,500,
10/7/2020,21,13,22,11,500,
10/6/2020,22,21,21,7,500,
10/5/2020,18,19,27,14,500,
10/4/2020,10,13,29,12,500,
10/3/2020,9,7,11,2,500,
10/2/2020,12,6,9,9,500,
10/1/2020,19,7,20,4,500,
9/30/2020,7,11,21,17,500,
9/29/2020,17,5,13,10,500,
9/28/2020,17,12,29,4,500,
9/27/2020,14,11,27,1,500,
9/26/2020,12,9,26,6,500,
9/25/2020,18,7,17,1,500,
9/24/2020,11,12,34,1,500,
9/23/2020,7,10,20,6,500,
9/22/2020,5,4,10,7,500,
9/21/2020,7,3,10,12,500,
9/20/2020,7,5,11,1,500,
9/19/2020,7,4,7,1,500,
9/18/2020,10,4,21,15,500,
9/17/2020,14,7,29,1,500,
9/16/2020,6,11,18,13,500,
9/15/2020,11,5,12,9,500,
9/14/2020,14,8,27,7,500,
9/13/2020,10,10,14,23,500,
9/12/2020,10,7,13,17,500,
9/11/2020,11,6,12,16,500,
9/10/2020,10,6,14,19,500,
9/9/2020,10,7,16,7,500,
9/8/2020,12,6,14,10,500,
9/7/2020,13,7,13,14,500,
9/6/2020,8,7,22,20,500,
9/5/2020,11,5,29,10,500,
9/4/2020,24,6,18,1,500,
9/3/2020,39,14,31,19,500,
9/2/2020,42,22,48,10,500,
9/1/2020,37,24,108,25,500,
8/31/2020,17,23,99,14,500,
8/30/2020,14,11,45,8,500,
8/29/2020,12,9,29,1,500,
8/28/2020,16,8,28,6,500,
8/27/2020,26,10,24,11,500,
8/26/2020,25,15,41,13,500,
8/25/2020,10,15,27,17,500,
8/24/2020,8,7,41,13,500,
8/23/2020,7,5,18,11,500,
8/22/2020,10,5,20,9,500,
8/21/2020,9,9,18,14,500,
8/20/2020,12,6,19,14,500,
8/19/2020,12,8,9,15,500,
8/18/2020,5,8,10,13,500,
8/17/2020,5,3,8,13,500,
8/16/2020,5,3,8,11,500,
8/15/2020,11,41,34,13,500,
8/14/2020,11,7,8,10,500,
8/13/2020,11,7,9,13,500,
8/12/2020,13,7,13,12,500,
8/11/2020,11,10,18,8,500,
8/10/2020,13,8,20,10,500,
8/9/2020,10,9,19,10,500,
8/8/2020,12,7,17,9,500,
8/7/2020,12,10,11,10,500,
8/6/2020,11,8,12,10,500,
8/5/2020,10,6,12,12,500,
8/4/2020,12,6,10,13,500,
8/3/2020,56,8,10,13,500,
8/2/2020,7,12,9,14,500,
8/1/2020,17,4,12,10,500,
7/31/2020,19,11,12,13,500,
7/30/2020,15,14,14,20,500,
7/29/2020,13,10,15,13,500,
7/28/2020,20,9,18,10,500,
7/27/2020,20,14,15,16,500,
7/26/2020,11,13,15,15,500,
7/25/2020,10,8,17,10,500,
7/24/2020,19,9,11,11,500,
7/23/2020,8,20,11,11,500,
7/22/2020,11,7,11,10,500,
7/21/2020,11,11,11,9,500,
7/20/2020,18,9,11,8,500,
7/19/2020,20,11,14,9,500,
7/18/2020,19,13,18,11,500,
7/17/2020,16,13,17,8,500,
7/16/2020,19,12,16,9,500,
7/15/2020,15,14,17,9,500,
7/14/2020,16,11,16,9,500,
7/13/2020,19,11,16,9,500,
7/12/2020,19,13,17,10,500,
7/11/2020,17,13,19,8,500,
7/10/2020,19,12,21,12,500,
7/9/2020,18,15,21,9,500,
7/8/2020,18,15,22,10,500,
7/7/2020,22,13,18,9,500,
7/6/2020,14,15,15,8,500,
7/5/2020,11,11,14,8,500,
7/4/2020,13,8,14,9,500,
7/3/2020,14,8,14,11,500,
7/2/2020,19,10,13,17,500,
7/1/2020,13,11,19,11,500,
6/30/2020,16,10,22,10,500,
6/29/2020,23,11,21,9,500,
6/28/2020,21,15,18,9,500,
6/27/2020,20,15,17,10,500,
6/26/2020,19,12,18,8,500,
6/25/2020,20,15,20,10,500,
6/24/2020,20,14,20,12,500,
6/23/2020,22,15,21,10,500,
6/22/2020,21,17,20,9,500,
6/21/2020,19,15,19,11,500,
6/20/2020,15,15,18,8,500,
6/19/2020,14,12,15,8,500,
6/18/2020,11,10,14,10,500,
6/17/2020,13,9,13,9,500,
6/16/2020,13,13,15,7,500,
6/15/2020,15,11,15,8,500,
6/14/2020,18,9,18,14,500,
6/13/2020,15,11,16,16,500,
6/12/2020,20,10,16,10,500,
6/11/2020,22,13,17,10,500,
6/10/2020,23,15,17,11,500,
6/9/2020,15,15,17,10,500,
6/8/2020,11,13,18,9,500,
6/7/2020,12,11,16,11,500,
6/6/2020,14,11,17,10,500,
6/5/2020,16,12,18,10,500,
6/4/2020,14,12,16,10,500,
6/3/2020,14,14,16,9,500,
6/2/2020,20,11,16,9,500,
6/1/2020,15,17,17,9,500,
5/31/2020,14,11,18,10,500,
5/30/2020,15,13,17,10,500,
5/29/2020,28,13,18,10,500,
5/28/2020,34,19,18,12,500,
5/27/2020,25,23,27,15,500,
5/26/2020,26,21,21,18,500,
5/25/2020,18,22,12,19,500,
5/24/2020,34,13,20,11,500,
5/23/2020,32,26,20,17,500,
5/22/2020,28,23,27,18,500,
5/21/2020,25,25,18,21,500,
5/20/2020,24,21,21,16,500,
5/19/2020,28,15,21,13,500,
5/18/2020,20,18,18,16,500,
5/17/2020,16,14,19,19,500,
5/16/2020,19,11,17,14,500,
5/15/2020,18,12,13,9,500,
5/14/2020,19,11,13,10,500,
5/13/2020,32,12,16,12,500,
5/12/2020,26,19,18,15,500,
5/11/2020,21,16,20,15,500,
5/10/2020,28,13,14,9,500,
5/9/2020,30,19,19,11,500,
5/8/2020,24,18,15,12,500,
5/7/2020,21,14,15,9,500,
5/6/2020,19,14,12,8,500,
5/5/2020,19,11,12,8,500,
5/4/2020,18,12,11,8,500,
5/3/2020,20,11,12,8,500,
5/2/2020,24,12,11,8,500,
5/1/2020,32,15,9,8,500,
4/30/2020,43,18,16,8,500,
4/29/2020,60,29,18,15,500,
4/28/2020,60,43,25,19,500,
4/27/2020,48,41,28,16,500,
4/26/2020,46,36,23,13,500,
4/25/2020,99,28,10,11,500,
4/24/2020,20,81,13,13,500,
4/23/2020,24,12,12,12,500,
4/22/2020,35,15,7,13,500,
4/21/2020,27,22,10,13,500,
4/20/2020,30,15,11,8,500,
4/19/2020,41,20,12,9,500,
4/18/2020,45,25,9,10,500,
4/17/2020,50,26,12,15,500,
4/16/2020,58,32,12,16,500,
4/15/2020,68,34,12,18,500,
4/14/2020,44,42,28,16,500,
4/13/2020,59,32,27,12,500,
4/12/2020,46,42,14,15,500,
4/11/2020,49,45,20,13,500,
4/10/2020,58,28,11,15,500,
4/9/2020,63,34,12,18,500,
4/8/2020,70,45,19,14,500,
4/7/2020,33,39,6,18,500,
4/6/2020,20,18,7,13,500,
4/5/2020,21,13,6,10,500,
4/4/2020,37,13,5,8,500,
4/3/2020,61,21,5,11,500,
4/2/2020,58,36,6,13,500,
4/1/2020,61,33,7,12,500,
3/31/2020,21,35,5,9,500,
3/30/2020,42,58,37,3,500,
3/29/2020,55,15,18,6,500,
3/28/2020,49,34,10,11,500,
3/27/2020,35,31,10,12,500,
3/26/2020,33,21,10,11,500,
3/25/2020,35,20,10,9,500,
3/24/2020,33,24,11,10,500,
3/23/2020,37,24,10,11,500,
3/22/2020,40,27,9,12,500,
3/21/2020,50,24,10,11,500,
3/20/2020,40,29,9,14,500,
3/19/2020,40,24,5,11,500,
3/18/2020,44,23,5,13,500,
3/17/2020,60,27,6,17,500,
3/16/2020,48,35,10,17,500,
3/15/2020,85,25,8,22,500,
3/14/2020,54,53,15,23,500,
3/13/2020,34,39,10,14,500,
3/12/2020,62,20,6,11,500,
3/11/2020,71,34,10,18,500,
3/10/2020,61,54,12,27,500,
3/9/2020,53,55,17,20,500,
3/8/2020,42,33,14,15,500,
3/7/2020,44,27,13,12,500,
3/6/2020,42,26,10,17,500,
3/5/2020,28,25,4,15,500,
3/4/2020,30,17,6,13,500,
3/3/2020,39,17,10,13,500,
3/2/2020,43,24,7,12,500,
3/1/2020,44,27,9,16,500,
2/29/2020,50,28,11,17,500,
2/28/2020,34,28,8,14,500,
2/27/2020,47,22,10,15,500,
2/26/2020,57,35,8,17,500,
2/25/2020,60,39,10,17,500,
2/24/2020,69,36,14,17,500,
2/23/2020,108,42,18,18,500,
2/22/2020,105,61,22,19,500,
2/21/2020,76,56,23,22,500,
2/20/2020,108,47,17,23,500,
2/19/2020,114,56,11,27,500,
2/18/2020,52,72,6,33,500,
2/17/2020,47,63,19,24,500,
2/16/2020,42,53,11,22,500,
2/15/2020,42,3,13,3,500,
2/14/2020,34,26,7,13,500,
2/13/2020,42,19,8,15,500,
2/12/2020,64,23,9,15,500,
2/11/2020,83,35,9,20,500,
2/10/2020,49,46,9,21,500,
2/9/2020,32,30,5,19,500,
2/8/2020,60,20,8,13,500,
2/7/2020,55,33,11,17,500,
2/6/2020,80,31,11,17,500,
2/5/2020,69,46,4,19,500,
2/4/2020,45,38,2,18,500,
2/3/2020,76,26,3,16,500,
2/2/2020,80,43,11,19,500,
2/1/2020,67,44,5,20,500,
1/31/2020,73,38,14,28,500,
1/30/2020,71,51,24,24,500,
1/29/2020,66,46,19,19,500,
1/28/2020,46,39,12,11,500,
1/27/2020,28,29,7,16,500,
1/26/2020,14,18,10,13,500,
1/25/2020,24,12,9,14,500,
1/24/2020,54,13,10,7,500,
1/23/2020,46,30,9,11,500,
1/22/2020,71,26,11,16,500,
1/21/2020,108,39,8,17,500,
1/20/2020,106,53,7,20,500,
1/19/2020,84,51,5,18,500,
1/18/2020,85,44,5,16,500,
1/17/2020,56,46,4,20,500,
1/16/2020,50,34,2,15,500,
1/15/2020,51,32,12,23,500,
1/14/2020,83,33,14,20,500,
1/13/2020,83,43,11,27,500,
1/12/2020,42,49,3,26,500,
1/11/2020,60,28,8,14,500,
1/10/2020,48,35,7,18,500,
1/9/2020,56,29,13,17,500,
1/8/2020,57,35,17,21,500,
1/7/2020,55,37,9,29,500,
1/6/2020,49,32,9,19,500,
1/5/2020,48,31,14,19,500,
1/4/2020,77,35,21,20,500,
1/3/2020,53,45,12,23,500,
1/2/2020,54,36,14,23,500,
1/1/2020,81,34,14,20,500,
12/31/2019,47,51,7,25,500,
12/30/2019,104,26,4,8,500,
12/29/2019,97,58,16,26,500,
12/28/2019,50,60,9,27,500,
12/27/2019,59,39,6,16,500,
12/26/2019,90,40,4,17,500,
12/25/2019,99,50,4,18,500,
12/24/2019,97,53,5,20,500,
12/23/2019,26,54,5,22,500,
12/22/2019,73,31,1,14,500,
12/21/2019,72,53,1,15,500,
12/20/2019,79,28,29,16,500,
12/19/2019,5,11,33,11,500,
12/18/2019,37,22,44,16,500,
12/17/2019,12,30,1,8,500,
12/16/2019,31,30,35,12,500,
12/15/2019,83,20,1,23,500,
12/14/2019,36,36,23,8,500,
12/13/2019,33,45,28,1,500,
12/12/2019,163,23,39,1,500,
12/11/2019,130,86,1,35,500,
12/10/2019,120,77,27,36,500,
12/9/2019,118,75,20,34,500,
12/8/2019,104,81,43,35,500,
12/7/2019,79,79,18,30,500,
12/6/2019,75,86,1,28,500,
12/5/2019,64,71,20,24,500,
12/4/2019,78,64,25,23,500,
12/3/2019,64,70,7,29,500,
12/2/2019,38,63,8,25,500,
12/1/2019,80,40,6,17,500,
11/30/2019,86,52,8,24,500,
11/29/2019,62,62,12,31,500,
11/28/2019,52,60,8,26,500,
11/27/2019,90,52,4,18,500,
11/26/2019,106,59,6,26,500,
11/25/2019,66,66,18,31,500,
11/24/2019,51,51,25,26,500,
11/23/2019,96,30,18,22,500,
11/22/2019,90,54,28,25,500,
11/21/2019,84,57,24,26,500,
11/20/2019,62,58,16,30,500,
11/19/2019,37,49,10,26,500,
11/18/2019,41,25,10,15,500,
11/17/2019,40,25,13,17,500,
11/16/2019,77,16,23,11,500,
11/15/2019,61,33,33,20,500,
11/14/2019,31,28,39,21,500,
11/13/2019,55,14,13,15,500,
11/12/2019,85,29,11,20,500,
11/11/2019,99,36,34,28,500,
11/10/2019,95,46,47,26,500,
11/9/2019,91,50,58,26,500,
11/8/2019,84,47,49,26,500,
11/7/2019,108,53,42,25,500,
11/6/2019,110,52,51,24,500,
11/5/2019,88,53,57,27,500,
11/4/2019,72,57,53,27,500,
11/3/2019,82,41,35,19,500,
11/2/2019,60,37,26,18,500,
11/1/2019,57,35,23,21,500,
10/31/2019,56,24,26,11,500,
10/30/2019,48,39,27,8,500,
10/29/2019,36,51,33,11,500,
10/28/2019,58,33,30,17,500,
10/27/2019,59,34,9,18,500,
10/26/2019,66,24,29,20,500,
10/25/2019,53,30,25,21,500,
10/24/2019,34,25,37,21,500,
10/23/2019,44,14,10,19,500,
10/22/2019,54,20,31,17,500,
10/21/2019,74,23,33,18,500,
10/20/2019,64,29,42,20,500,
10/19/2019,43,31,50,19,500,
10/18/2019,54,21,29,19,500,
10/17/2019,83,25,20,18,500,
10/16/2019,60,33,20,21,500,
10/15/2019,55,31,39,21,500,
10/14/2019,73,31,20,19,500,
10/13/2019,43,34,24,19,500,
10/12/2019,37,20,25,19,500,
10/11/2019,36,17,7,17,500,
10/10/2019,45,16,9,17,500,
10/9/2019,61,20,6,17,500,
10/8/2019,75,29,4,20,500,
10/7/2019,43,32,1,3,500,
10/6/2019,24,34,29,10,500,
10/5/2019,26,5,15,13,500,
10/4/2019,55,24,28,1,500,
10/3/2019,34,37,1,5,500,
10/2/2019,94,43,3,3,500,
10/1/2019,83,35,10,18,500,
9/30/2019,86,33,63,19,500,
9/29/2019,85,37,88,19,500,
9/28/2019,72,36,97,19,500,
9/27/2019,69,34,85,20,500,
9/26/2019,60,38,64,22,500,
9/25/2019,61,31,64,20,500,
9/24/2019,66,38,65,20,500,
9/23/2019,59,67,20,23,500,
9/22/2019,71,3,32,1,500,
9/21/2019,39,41,1,8,500,
9/20/2019,39,24,37,12,500,
9/19/2019,27,56,1,9,500,
9/18/2019,13,34,11,11,500,
9/17/2019,12,30,8,13,500,
9/16/2019,99,46,39,13,500,
9/15/2019,86,37,23,18,500,
9/14/2019,37,33,32,19,500,
9/13/2019,42,16,34,19,500,
9/12/2019,34,19,21,19,500,
9/11/2019,28,15,22,19,500,
9/10/2019,50,14,5,19,500,
9/9/2019,44,22,15,17,500,
9/8/2019,68,18,19,18,500,
9/7/2019,84,25,19,18,500,
9/6/2019,68,32,33,17,500,
9/5/2019,45,28,49,18,500,
9/4/2019,34,22,30,18,500,
9/3/2019,24,17,19,17,500,
9/2/2019,33,14,12,18,500,
9/1/2019,13,31,43,22,500,
8/31/2019,13,5,6,15,500,
8/30/2019,26,5,8,17,500,
8/29/2019,39,11,5,17,500,
8/28/2019,30,23,14,19,500,
8/27/2019,46,15,10,19,500,
8/26/2019,90,19,8,19,500,
8/25/2019,56,33,29,18,500,
8/24/2019,40,23,56,18,500,
8/23/2019,47,18,22,18,500,
8/22/2019,27,20,10,23,500,
8/21/2019,33,12,17,30,500,
8/20/2019,70,15,15,29,500,
8/19/2019,62,26,44,29,500,
8/18/2019,32,28,268,36,500,
8/17/2019,36,16,81,30,500,
8/16/2019,77,20,58,26,500,
8/15/2019,77,30,100,32,500,
8/14/2019,37,32,27,36,500,
8/13/2019,22,22,30,32,500,
8/12/2019,12,11,48,26,500,
8/11/2019,16,8,37,25,500,
8/10/2019,35,8,32,21,500,
8/9/2019,42,15,51,28,500,
8/8/2019,55,18,30,29,500,
8/7/2019,43,24,34,26,500,
8/6/2019,29,18,42,11,500,
8/5/2019,22,13,18,11,500,
8/4/2019,14,9,12,15,500,
8/3/2019,12,5,13,13,500,
8/2/2019,27,4,11,9,500,
8/1/2019,26,10,10,7,500,
7/31/2019,22,11,12,6,500,
7/30/2019,24,14,15,3,500,
7/29/2019,21,11,12,3,500,
7/28/2019,16,10,14,4,500,
7/27/2019,18,10,11,4,500,
7/26/2019,64,18,19,9,500,
7/25/2019,19,51,15,17,500,
7/24/2019,24,8,5,2,500,
7/23/2019,21,14,9,2,500,
7/22/2019,26,13,10,3,500,
7/21/2019,42,13,11,3,500,
7/20/2019,28,20,18,4,500,
7/19/2019,41,16,20,6,500,
7/18/2019,30,18,31,5,500,
7/17/2019,28,13,21,5,500,
7/16/2019,27,14,17,7,500,
7/15/2019,33,12,20,8,500,
7/14/2019,34,15,19,12,500,
7/13/2019,36,17,28,14,500,
7/12/2019,26,17,25,10,500,
7/11/2019,28,14,22,10,500,
7/10/2019,31,13,23,14,500,
7/9/2019,26,16,14,14,500,
7/8/2019,20,12,25,10,500,
7/7/2019,19,11,28,8,500,
7/6/2019,20,10,26,9,500,
7/5/2019,20,10,28,8,500,
7/4/2019,22,11,20,7,500,
7/3/2019,32,13,20,4,500,
7/2/2019,48,20,16,11,500,
7/1/2019,25,29,25,13,500,
6/30/2019,21,12,18,10,500,
6/29/2019,16,11,29,14,500,
6/28/2019,8,10,32,10,500,
6/27/2019,64,5,24,5,500,
6/26/2019,47,7,3,7,500,
6/25/2019,12,12,13,6,500,
6/24/2019,36,20,24,2,500,
6/23/2019,19,32,11,19,500,
6/22/2019,60,21,35,7,500,
6/21/2019,21,17,25,3,500,
6/20/2019,44,16,16,17,500,
6/19/2019,31,43,15,12,500,
6/18/2019,78,26,13,24,500,
6/17/2019,45,34,6,8,500,
6/16/2019,25,14,9,12,500,
6/15/2019,50,32,8,7,500,
6/14/2019,9,28,11,19,500,
6/13/2019,59,46,10,1,500,
6/12/2019,26,9,10,16,500,
6/11/2019,12,16,26,19,500,
6/10/2019,24,20,55,24,500,
6/9/2019,38,30,18,2,500,
6/8/2019,63,3,18,3,500,
6/7/2019,19,10,11,2,500,
6/6/2019,54,25,15,3,500,
6/5/2019,5,23,30,2,500,
6/4/2019,5,34,16,2,500,
6/3/2019,48,9,20,3,500,
6/2/2019,79,30,28,3,500,
6/1/2019,55,15,22,3,500,
5/31/2019,14,35,8,2,500,
5/30/2019,31,3,5,2,500,
5/29/2019,13,24,14,10,500,
5/28/2019,57,29,14,22,500,
5/27/2019,39,21,10,27,500,
5/26/2019,84,37,18,1,500,
5/25/2019,23,3,34,17,500,
5/24/2019,86,18,8,1,500,
5/23/2019,53,10,1,4,500,
5/22/2019,32,24,39,16,500,
5/21/2019,60,19,4,24,500,
5/20/2019,50,20,25,5,500,
5/19/2019,35,17,25,23,500,
5/18/2019,43,34,1,9,500,
5/17/2019,5,36,11,21,500,
5/16/2019,76,4,17,22,500,
5/15/2019,63,22,1,21,500,
5/14/2019,71,32,29,4,500,
5/13/2019,24,27,1,12,500,
5/12/2019,36,3,1,10,500,
5/11/2019,84,22,1,17,500,
5/10/2019,35,7,18,18,500,
5/9/2019,79,3,50,5,500,
5/8/2019,17,14,22,1,500,
5/7/2019,58,25,41,14,500,
5/6/2019,13,42,1,23,500,
5/5/2019,66,15,34,7,500,
5/4/2019,57,3,37,14,500,
5/3/2019,35,50,1,1,500,
5/2/2019,68,30,12,12,500,
5/1/2019,44,37,1,1,500,
4/30/2019,8,18,47,1,500,
4/29/2019,11,21,56,6,500,
4/28/2019,33,17,38,27,500,
4/27/2019,12,29,26,31,500,
4/26/2019,8,15,10,1,500,
4/25/2019,5,6,1,13,500,
4/24/2019,49,24,19,24,500,
4/23/2019,5,7,44,10,500,
4/22/2019,39,55,11,15,500,
4/21/2019,5,33,1,9,500,
4/20/2019,67,22,28,9,500,
4/19/2019,15,48,6,22,500,
4/18/2019,17,35,41,2,500,
4/17/2019,19,20,34,1,500,
4/16/2019,7,16,39,14,500,
4/15/2019,39,7,1,8,500,
4/14/2019,27,9,12,6,500,
4/13/2019,44,26,38,3,500,
4/12/2019,18,53,15,24,500,
4/11/2019,33,28,4,18,500,
4/10/2019,27,14,7,12,500,
4/9/2019,22,30,52,20,500,
4/8/2019,19,16,18,15,500,
4/7/2019,60,3,25,22,500,
4/6/2019,5,22,1,10,500,
4/5/2019,83,28,26,1,500,
4/4/2019,59,12,28,8,500,
4/3/2019,22,30,9,23,500,
4/2/2019,55,15,1,3,500,
4/1/2019,55,29,10,12,500,
3/31/2019,27,32,25,1,500,
3/30/2019,62,24,1,3,500,
3/29/2019,21,21,11,24,500,
3/28/2019,28,40,12,17,500,
3/27/2019,19,8,1,15,500,
3/26/2019,37,22,32,4,500,
3/25/2019,23,25,1,10,500,
3/24/2019,46,22,14,15,500,
3/23/2019,38,8,21,3,500,
3/22/2019,43,12,15,9,500,
3/21/2019,110,23,13,15,500,
3/20/2019,48,43,20,3,500,
3/19/2019,5,32,32,9,500,
3/18/2019,26,12,43,17,500,
3/17/2019,22,36,12,12,500,
3/16/2019,12,9,23,10,500,
3/15/2019,39,24,1,15,500,
3/14/2019,25,10,30,12,500,
3/13/2019,28,32,22,17,500,
3/12/2019,5,6,13,12,500,
3/11/2019,45,7,20,9,500,
3/10/2019,53,24,25,28,500,
3/9/2019,35,27,26,4,500,
3/8/2019,5,25,23,4,500,
3/7/2019,36,25,16,3,500,
3/6/2019,25,15,55,11,500,
3/5/2019,48,17,16,1,500,
3/4/2019,27,3,4,16,500,
3/3/2019,43,28,5,9,500,
3/2/2019,59,55,1,6,500,
3/1/2019,6,6,45,3,500,
